product_id,product_name,brand,category,sub_category,supplier_id,cost_price,selling_price,gst_percent,shelf_life_days,reorder_level,reorder_quantity,weight,unit,launch_date,status
469,Dettol Baby Powder,Dettol,Baby Care,Baby Powder,189,428.63,613.93,5,180,31,303,1.9,g,2022-08-07 00:00:00,Active
470,Mamaearth Biscuits,Mamaearth,Snacks,Biscuits,332,890.58,1276.8,12,30,59,133,8.86,ml,2025-02-16 00:00:00,Active
471,Parle Juice,Parle,Beverages,Juice,466,143.61,175.99,18,30,112,319,1.46,kg,2023-05-11 00:00:00,Active
472,Amul Diapers,Amul,Baby Care,Diapers,426,211.41,238.01,0,60,51,444,0.93,g,2022-01-04 00:00:00,Active
473,Nestle Rice,Nestle,Grocery,Rice,437,983.13,1447.02,0,60,37,295,7.62,ml,2023-08-20 00:00:00,Active
474,Lizol Toothpaste,Lizol,Personal Care,Toothpaste,355,290.81,332.69,12,365,35,60,8.27,kg,2025-03-29 00:00:00,Active
475,Colgate Cheese,Colgate,Dairy,Cheese,13,268.18,405.55,5,180,69,125,3.6,L,2021-12-27 00:00:00,Active
476,Lizol Baby Lotion,Lizol,Baby Care,Baby Lotion,53,317.66,370.82,12,90,29,365,3.4,L,2025-02-01 00:00:00,Active
477,Pedigree Milk,Pedigree,Dairy,Milk,172,284.72,371.36,5,180,39,391,6.9,pcs,2026-06-29 00:00:00,Active
478,Godrej Detergent,Godrej,Household,Detergent,478,1650.48,2318.17,12,30,120,51,8.63,g,2026-06-02 00:00:00,Active
479,Parle Cookies,Parle,Snacks,Cookies,403,712.22,1018.6,18,30,34,345,4.33,L,2024-12-11 00:00:00,Active
480,Dabur Floor Cleaner,Dabur,Household,Floor Cleaner,254,1385.05,1761.26,18,180,108,261,6.06,L,2021-07-10 00:00:00,Active
481,Colgate Energy Drink,Colgate,Beverages,Energy Drink,253,995.57,1345.67,5,180,30,347,7.18,pcs,2024-10-15 00:00:00,Active
482,HUL Juice,HUL,Beverages,Juice,436,660.65,797.68,0,90,91,292,9.58,kg,2021-09-03 00:00:00,Active
483,Parle Dishwash Liquid,Parle,Household,Dishwash Liquid,437,541.03,639.49,18,60,46,473,2.32,g,2020-12-05 00:00:00,Active
484,Amul Namkeen,Amul,Snacks,Namkeen,28,1257.58,1638.15,0,365,29,294,8.39,g,2026-06-08 00:00:00,Active
485,ITC Floor Cleaner,ITC,Household,Floor Cleaner,426,452.41,509.13,18,60,117,143,4.75,g,2025-04-09 00:00:00,Active
486,Colgate Face Wash,Colgate,Personal Care,Face Wash,331,1304.76,1710.42,0,90,34,129,0.69,kg,2024-10-04 00:00:00,Active
487,Dabur Chocolate,Dabur,Snacks,Chocolate,349,34.4,50.85,18,365,111,474,2.65,pcs,2025-12-13 00:00:00,Active
488,Dabur Energy Drink,Dabur,Beverages,Energy Drink,194,500.21,580.01,5,60,71,366,0.65,ml,2025-11-10 00:00:00,Active
489,ITC Frying Pan,ITC,Kitchen,Frying Pan,161,1472.56,1945.88,18,180,41,77,8.05,ml,2026-06-22 00:00:00,Active
490,ITC Milk,ITC,Dairy,Milk,172,662.42,963.74,0,60,56,133,5.46,kg,2023-05-10 00:00:00,Active
491,Patanjali Toor Dal,Patanjali,Grocery,Toor Dal,17,999.77,1394.19,5,90,30,341,5.69,pcs,2023-11-25 00:00:00,Discontinued
492,Britannia Dog Food,Britannia,Pet Care,Dog Food,5,576.53,879.62,12,90,70,306,2.03,ml,2025-02-13 00:00:00,Active
493,Aashirvaad Chips,Aashirvaad,Snacks,Chips,52,742.01,1067.62,5,30,95,457,3.88,pcs,2021-06-09 00:00:00,Active
494,Dabur Toor Dal,Dabur,Grocery,Toor Dal,454,285.49,376.6,0,60,47,463,6.85,g,2020-07-30 00:00:00,Active
495,Surf Excel Chocolate,Surf Excel,Snacks,Chocolate,268,1786.22,2468.12,12,180,120,117,3.46,L,2025-12-12 00:00:00,Active
496,Sunfeast Baby Lotion,Sunfeast,Baby Care,Baby Lotion,311,441.81,684.24,0,60,92,371,9.94,kg,2023-01-25 00:00:00,Active
497,Nivea Cookies,Nivea,Snacks,Cookies,459,1563.55,2287.28,0,180,32,282,3.21,L,2024-08-23 00:00:00,Active
498,Tata Hair Oil,Tata,Personal Care,Hair Oil,364,645.76,743,18,90,80,181,7.66,ml,2021-11-11 00:00:00,Active
499,Mamaearth Chips,Mamaearth,Snacks,Chips,147,886.54,1131.48,18,180,99,398,1.38,L,2026-03-05 00:00:00,Active
500,ITC Dishwash Liquid,ITC,Household,Dishwash Liquid,135,1232.73,1648.84,0,365,102,79,7.44,g,2023-04-19 00:00:00,Active
501,Parle Pressure Cooker,Parle,Kitchen,Pressure Cooker,82,1537.71,1914.42,18,30,48,248,8.75,kg,2022-11-16 00:00:00,Active
502,Nivea Pet Shampoo,Nivea,Pet Care,Pet Shampoo,44,1621.73,2140.5,5,30,70,443,4.39,ml,2026-02-07 00:00:00,Active
503,Pedigree Dishwash Liquid,Pedigree,Household,Dishwash Liquid,244,883.04,1255.67,0,90,78,69,5.5,ml,2022-03-19 00:00:00,Active
504,Mamaearth Mineral Water,Mamaearth,Beverages,Mineral Water,195,70.91,97.75,0,90,75,292,2.21,g,2021-05-03 00:00:00,Active
505,Godrej Baby Soap,Godrej,Baby Care,Baby Soap,36,1149.7,1328.99,12,180,30,202,8.75,ml,2020-08-17 00:00:00,Active
506,Godrej Knife,Godrej,Kitchen,Knife,459,343.58,392.75,18,90,116,202,1.73,L,2022-10-31 00:00:00,Active
507,Nivea Cat Food,Nivea,Pet Care,Cat Food,357,1244.56,1479.9,18,90,108,342,3.95,kg,2021-06-16 00:00:00,Active
508,Mamaearth Juice,Mamaearth,Beverages,Juice,422,1115.47,1404.61,12,30,39,284,9.34,ml,2022-07-22 00:00:00,Active
509,Godrej Butter,Godrej,Dairy,Butter,231,944.43,1059.25,5,180,101,346,1.06,g,2025-12-04 00:00:00,Active
510,Nivea Energy Drink,Nivea,Beverages,Energy Drink,111,1397.28,1926.02,12,60,44,397,5.81,kg,2022-07-20 00:00:00,Active
511,Fortune Detergent,Fortune,Household,Detergent,445,1615.53,2158.18,0,180,103,283,4.2,L,2021-09-17 00:00:00,Active
512,Surf Excel Lunch Box,Surf Excel,Kitchen,Lunch Box,475,1753.72,2217.41,5,180,74,241,1.85,pcs,2024-02-26 00:00:00,Active
513,Fortune Diapers,Fortune,Baby Care,Diapers,224,1523.49,2157.38,12,365,32,94,8.08,kg,2024-10-19 00:00:00,Active
514,Colgate Coffee,Colgate,Grocery,Coffee,320,200.06,288.58,0,180,84,347,8.08,L,2023-08-20 00:00:00,Active
515,Dettol Soft Drink,Dettol,Beverages,Soft Drink,439,999.58,1168.74,18,30,64,456,9.15,ml,2024-08-16 00:00:00,Active
516,Tata Baby Lotion,Tata,Baby Care,Baby Lotion,138,1411.22,1888.57,12,90,73,394,2.49,ml,2024-02-09 00:00:00,Active
517,Tata Sugar,Tata,Grocery,Sugar,380,1515.77,2035.91,12,90,41,342,9.93,g,2026-04-24 00:00:00,Active
518,Pedigree Baby Powder,Pedigree,Baby Care,Baby Powder,411,1165.32,1720.33,18,60,101,249,9.78,g,2022-11-01 00:00:00,Active
519,Dabur Garbage Bags,Dabur,Household,Garbage Bags,411,795.76,925.32,5,365,35,373,5.81,ml,2022-05-19 00:00:00,Active
520,Dabur Hair Oil,Dabur,Personal Care,Hair Oil,48,1708.43,2063.13,0,180,21,371,7.72,g,2025-08-16 00:00:00,Active
521,Mamaearth Pressure Cooker,Mamaearth,Kitchen,Pressure Cooker,67,697.59,1003.98,18,90,43,172,6.56,g,2021-11-11 00:00:00,Active
522,Sunfeast Knife,Sunfeast,Kitchen,Knife,141,1390.15,1951.05,0,60,100,61,6.42,pcs,2024-03-14 00:00:00,Active
523,Pedigree Butter,Pedigree,Dairy,Butter,135,233.99,276.34,5,30,29,303,8.46,g,2026-03-12 00:00:00,Active
524,Colgate Dog Food,Colgate,Pet Care,Dog Food,40,146.33,224.25,5,180,68,210,6.37,ml,2022-08-14 00:00:00,Active
525,Amul Cookies,Amul,Snacks,Cookies,324,1627.99,2285.14,0,30,63,227,4.89,pcs,2023-04-09 00:00:00,Active
526,Surf Excel Sugar,Surf Excel,Grocery,Sugar,99,1338.93,2033.07,0,365,22,315,5.17,g,2024-05-29 00:00:00,Active
527,Patanjali Detergent,Patanjali,Household,Detergent,43,67.65,79.8,5,90,55,296,2.07,kg,2020-10-25 00:00:00,Active
528,Dettol Bottle,Dettol,Kitchen,Bottle,263,1345.17,1793.37,18,60,52,138,2.06,L,2024-12-14 00:00:00,Active
529,Mamaearth Cheese,Mamaearth,Dairy,Cheese,489,571.18,834.76,18,180,77,266,6,L,2025-10-21 00:00:00,Active
530,Sunfeast Cheese,Sunfeast,Dairy,Cheese,192,781.32,1065.62,0,180,41,67,9.59,L,2025-06-24 00:00:00,Active
531,Surf Excel Hair Oil,Surf Excel,Personal Care,Hair Oil,93,643.77,729.31,12,180,43,233,2.53,g,2025-10-06 00:00:00,Active
532,Aashirvaad Floor Cleaner,Aashirvaad,Household,Floor Cleaner,6,233.31,293.27,12,60,79,340,7.97,g,2021-07-21 00:00:00,Active
533,Pedigree Baby Soap,Pedigree,Baby Care,Baby Soap,288,393.73,477.8,12,365,105,88,5.78,ml,2025-12-13 00:00:00,Active
534,Aashirvaad Baby Soap,Aashirvaad,Baby Care,Baby Soap,253,368.7,420.82,18,30,55,265,1.28,ml,2024-11-09 00:00:00,Active
535,Sunfeast Garbage Bags,Sunfeast,Household,Garbage Bags,10,437.01,493.45,0,180,56,117,8.43,ml,2024-12-18 00:00:00,Active
536,Britannia Frying Pan,Britannia,Kitchen,Frying Pan,241,617.24,695.63,0,180,112,204,2.82,L,2025-06-05 00:00:00,Active
537,Lizol Bottle,Lizol,Kitchen,Bottle,357,1107.99,1428.34,18,180,102,112,8.45,pcs,2022-02-09 00:00:00,Active
538,Amul Juice,Amul,Beverages,Juice,442,262.64,406.36,18,60,41,95,1.99,L,2024-04-16 00:00:00,Active
539,Britannia Pressure Cooker,Britannia,Kitchen,Pressure Cooker,57,478.54,697.48,0,90,29,185,3.36,pcs,2022-01-07 00:00:00,Active
540,Dabur Baby Soap,Dabur,Baby Care,Baby Soap,62,1665.87,2283.72,5,90,38,435,5.88,ml,2021-04-24 00:00:00,Active
541,Surf Excel Cheese,Surf Excel,Dairy,Cheese,251,444.33,588.96,12,90,118,424,4.88,kg,2022-01-20 00:00:00,Active
542,Tata Soap,Tata,Personal Care,Soap,338,1011.95,1513.2,5,30,29,303,0.7,kg,2021-06-19 00:00:00,Active
543,Patanjali Cat Food,Patanjali,Pet Care,Cat Food,417,885.45,1121.33,12,90,110,282,6.59,pcs,2023-09-14 00:00:00,Active
544,Tata Biscuits,Tata,Snacks,Biscuits,318,703.25,924.45,5,180,44,85,2.85,g,2020-09-19 00:00:00,Active
545,Dettol Curd,Dettol,Dairy,Curd,124,1579.01,2274.34,0,180,43,186,0.38,pcs,2024-04-08 00:00:00,Active
546,Nivea Soap,Nivea,Personal Care,Soap,78,165.06,215.49,18,365,75,310,3.4,ml,2024-02-16 00:00:00,Active
547,Sunfeast Milk,Sunfeast,Dairy,Milk,151,1321.62,1720.37,5,180,42,354,2.83,pcs,2024-07-19 00:00:00,Active
548,Britannia Baby Lotion,Britannia,Baby Care,Baby Lotion,113,1168.73,1790.91,0,30,24,344,2.74,kg,2021-07-26 00:00:00,Active
549,Pedigree Shampoo,Pedigree,Personal Care,Shampoo,202,1263.63,1635.09,0,60,113,471,8.81,L,2022-07-27 00:00:00,Active
550,Tata Biscuits,Tata,Snacks,Biscuits,148,1151.87,1639.71,0,30,43,307,9.09,pcs,2022-03-16 00:00:00,Active
551,Dabur Shampoo,Dabur,Personal Care,Shampoo,96,577.48,664.02,12,180,38,56,6.69,ml,2020-12-23 00:00:00,Active
552,ITC Cookies,ITC,Snacks,Cookies,5,319.74,462.64,12,180,94,50,4.93,g,2024-12-30 00:00:00,Active
553,Mamaearth Rice,Mamaearth,Grocery,Rice,117,1228.88,1529.93,5,60,119,98,1.09,L,2025-09-08 00:00:00,Active
554,Godrej Garbage Bags,Godrej,Household,Garbage Bags,235,1199.18,1473.82,0,90,58,413,3.4,pcs,2026-06-30 00:00:00,Active
555,Godrej Dog Food,Godrej,Pet Care,Dog Food,11,1239.12,1775.82,5,180,48,387,9.94,L,2020-10-01 00:00:00,Active
556,Tata Energy Drink,Tata,Beverages,Energy Drink,472,383.26,443.96,18,30,55,499,6.31,pcs,2025-11-27 00:00:00,Active
557,Dabur Pet Shampoo,Dabur,Pet Care,Pet Shampoo,455,488.58,689.87,12,180,95,263,9.46,L,2022-09-17 00:00:00,Active
558,Surf Excel Coffee,Surf Excel,Grocery,Coffee,63,1267.78,1874.66,18,180,92,455,7.94,L,2022-08-17 00:00:00,Active
559,Parle Cooking Oil,Parle,Grocery,Cooking Oil,495,847.38,1003.8,12,365,91,390,1.71,ml,2025-10-01 00:00:00,Active
560,Dettol Soap,Dettol,Personal Care,Soap,304,88.1,109.39,0,30,82,206,0.15,L,2026-02-26 00:00:00,Active
561,Godrej Rice,Godrej,Grocery,Rice,403,260.83,390.68,5,30,111,188,1.51,g,2026-05-22 00:00:00,Active
562,HUL Paneer,HUL,Dairy,Paneer,128,72.36,110.07,18,180,71,100,8.94,L,2023-11-29 00:00:00,Active
563,Colgate Chocolate,Colgate,Snacks,Chocolate,297,1226.88,1544.23,5,60,52,119,4.22,g,2021-10-15 00:00:00,Active
564,Mamaearth Paneer,Mamaearth,Dairy,Paneer,94,1669.91,2201.44,18,180,32,120,5.31,L,2026-01-11 00:00:00,Active
565,Tata Tissue Paper,Tata,Household,Tissue Paper,211,778.39,1012.54,18,30,91,63,9.58,ml,2024-09-16 00:00:00,Active
566,Fortune Chocolate,Fortune,Snacks,Chocolate,192,1419.14,1943.57,5,365,89,339,8.79,kg,2024-08-13 00:00:00,Active
567,Sunfeast Baby Powder,Sunfeast,Baby Care,Baby Powder,391,1211.09,1597.44,18,30,30,78,2.77,kg,2025-04-28 00:00:00,Active
568,Mamaearth Paneer,Mamaearth,Dairy,Paneer,32,874.42,1103.92,0,365,106,311,7.42,kg,2026-04-06 00:00:00,Active
569,Nivea Knife,Nivea,Kitchen,Knife,115,1336.66,1781.74,5,90,100,209,7.22,kg,2025-05-20 00:00:00,Active
570,ITC Juice,ITC,Beverages,Juice,62,15.06,20.78,0,60,46,103,4.79,pcs,2023-07-20 00:00:00,Active
571,Fortune Atta,Fortune,Grocery,Atta,420,737.13,1137.07,5,365,53,470,6.17,ml,2024-01-16 00:00:00,Active
572,Parle Butter,Parle,Dairy,Butter,420,1150.61,1380.12,5,60,85,429,7.03,g,2022-07-26 00:00:00,Active
573,Nestle Toothpaste,Nestle,Personal Care,Toothpaste,342,1726.98,2300.29,12,180,69,407,8.02,ml,2023-07-03 00:00:00,Active
574,Amul Baby Powder,Amul,Baby Care,Baby Powder,200,520.91,610.33,0,365,58,67,6.49,pcs,2024-08-24 00:00:00,Active
575,Dettol Floor Cleaner,Dettol,Household,Floor Cleaner,5,1590.13,2094.35,5,90,84,488,8.62,g,2024-04-01 00:00:00,Active
576,Surf Excel Lunch Box,Surf Excel,Kitchen,Lunch Box,181,127.04,178.12,12,180,111,489,7.89,L,2025-10-17 00:00:00,Active
577,ITC Face Wash,ITC,Personal Care,Face Wash,193,1650.35,2306.21,18,365,104,142,5.8,pcs,2024-12-03 00:00:00,Active
578,Parle Bottle,Parle,Kitchen,Bottle,298,1260.52,1730.95,12,365,99,474,4.1,kg,2021-03-07 00:00:00,Active
579,Nestle Biscuits,Nestle,Snacks,Biscuits,348,1202.49,1605.03,18,90,117,168,9.82,g,2023-01-28 00:00:00,Active
580,Colgate Namkeen,Colgate,Snacks,Namkeen,129,1661.44,1905.05,0,30,115,87,4.47,L,2023-04-20 00:00:00,Active
581,Aashirvaad Sugar,Aashirvaad,Grocery,Sugar,69,207.17,272.07,5,60,52,301,4.43,L,2023-03-22 00:00:00,Active
582,Surf Excel Namkeen,Surf Excel,Snacks,Namkeen,299,1458.48,1754.1,0,30,46,67,8.12,kg,2023-07-16 00:00:00,Active
583,Aashirvaad Baby Lotion,Aashirvaad,Baby Care,Baby Lotion,467,345.77,495.8,18,60,46,342,8.29,pcs,2022-02-01 00:00:00,Active
584,ITC Knife,ITC,Kitchen,Knife,448,798.4,1108.94,0,365,30,115,7.85,L,2023-10-25 00:00:00,Active
585,Britannia Dog Food,Britannia,Pet Care,Dog Food,115,1088.66,1374.21,12,90,69,410,3.64,g,2022-12-02 00:00:00,Active
586,Mamaearth Cheese,Mamaearth,Dairy,Cheese,313,445.9,598.68,12,180,99,79,5.5,kg,2020-11-26 00:00:00,Active
587,Britannia Soap,Britannia,Personal Care,Soap,172,618.41,761.99,0,60,46,330,8.19,L,2021-10-12 00:00:00,Active
588,Lizol Salt,Lizol,Grocery,Salt,464,145.15,221.74,0,90,29,263,6.02,pcs,2026-07-20 00:00:00,Active
589,Parle Lunch Box,Parle,Kitchen,Lunch Box,19,497.86,566.54,18,365,48,382,3.57,ml,2023-01-09 00:00:00,Active
590,Britannia Juice,Britannia,Beverages,Juice,101,62.04,90.34,18,30,90,296,0.62,ml,2024-09-20 00:00:00,Active
591,Nivea Diapers,Nivea,Baby Care,Diapers,460,260.92,341.37,12,90,44,225,4.42,kg,2021-09-22 00:00:00,Active
592,Amul Cheese,Amul,Dairy,Cheese,455,420.42,606,0,30,112,177,8.14,kg,2021-10-12 00:00:00,Active
593,Fortune Dog Food,Fortune,Pet Care,Dog Food,336,93.04,118.19,5,90,36,360,4.04,kg,2023-12-10 00:00:00,Active
594,Nivea Paneer,Nivea,Dairy,Paneer,417,382.46,544.34,12,60,76,415,3.1,L,2025-10-05 00:00:00,Active
595,Surf Excel Shampoo,Surf Excel,Personal Care,Shampoo,278,1608.97,2022.65,0,30,64,260,7.08,pcs,2023-07-29 00:00:00,Active
596,Parle Curd,Parle,Dairy,Curd,157,1516.94,2038.81,5,30,67,421,8.18,g,2023-12-02 00:00:00,Active
597,Dettol Energy Drink,Dettol,Beverages,Energy Drink,429,1716.19,1937.84,0,90,55,351,3.9,kg,2024-01-08 00:00:00,Active
598,Amul Diapers,Amul,Baby Care,Diapers,23,1555.05,1998.87,5,60,68,144,6.63,pcs,2026-06-08 00:00:00,Active
599,Nivea Soap,Nivea,Personal Care,Soap,466,1376.95,2097.1,12,90,116,352,2.24,kg,2024-08-12 00:00:00,Active
600,Britannia Diapers,Britannia,Baby Care,Diapers,488,1456.2,1977.4,12,365,79,267,5.77,pcs,2021-10-13 00:00:00,Active
601,Sunfeast Shampoo,Sunfeast,Personal Care,Shampoo,122,849.19,1313.55,5,30,55,459,6.86,L,2021-11-22 00:00:00,Active
602,Aashirvaad Mineral Water,Aashirvaad,Beverages,Mineral Water,141,1034.38,1175.68,12,90,104,178,7.85,pcs,2021-01-08 00:00:00,Active
603,Aashirvaad Hair Oil,Aashirvaad,Personal Care,Hair Oil,228,1507.26,2237.47,18,30,76,54,4.72,L,2021-05-28 00:00:00,Active
604,Colgate Knife,Colgate,Kitchen,Knife,142,119.57,182.19,12,30,76,142,2.65,L,2022-03-26 00:00:00,Active
605,HUL Dog Food,HUL,Pet Care,Dog Food,317,1140.15,1348.99,0,60,34,385,0.48,pcs,2025-01-06 00:00:00,Active
606,Nivea Detergent,Nivea,Household,Detergent,366,1295.48,1484.81,12,90,22,397,8.46,L,2026-07-04 00:00:00,Active
607,HUL Coffee,HUL,Grocery,Coffee,228,639.27,737.28,0,365,29,171,2.12,pcs,2021-04-10 00:00:00,Active
608,Colgate Baby Lotion,Colgate,Baby Care,Baby Lotion,168,1578.4,1864.92,12,90,72,383,3.81,L,2022-10-18 00:00:00,Active
609,Britannia Cookies,Britannia,Snacks,Cookies,303,534.21,632.79,0,30,97,158,8.1,pcs,2023-09-11 00:00:00,Active
610,Tata Frying Pan,Tata,Kitchen,Frying Pan,299,1692.79,2171.68,0,60,68,440,9.98,kg,2023-10-28 00:00:00,Active
611,Nivea Energy Drink,Nivea,Beverages,Energy Drink,271,1323.49,1964.68,0,365,80,387,5.29,ml,2022-04-28 00:00:00,Active
612,HUL Mineral Water,HUL,Beverages,Mineral Water,186,601.7,880.63,5,180,60,433,9.73,g,2023-11-27 00:00:00,Active
613,ITC Baby Soap,ITC,Baby Care,Baby Soap,469,643.29,860.35,12,180,97,167,4.54,ml,2021-11-22 00:00:00,Active
614,HUL Chocolate,HUL,Snacks,Chocolate,300,1400.96,1814.63,5,365,53,457,2.94,L,2021-01-21 00:00:00,Active
615,Surf Excel Diapers,Surf Excel,Baby Care,Diapers,324,1770.1,2420.94,5,60,78,57,1.75,ml,2023-06-22 00:00:00,Active
616,Nestle Lunch Box,Nestle,Kitchen,Lunch Box,221,240.62,273.02,0,60,29,117,5.2,pcs,2023-09-03 00:00:00,Active
617,Parle Baby Soap,Parle,Baby Care,Baby Soap,365,733.14,996.69,12,30,63,472,8.99,pcs,2025-05-03 00:00:00,Active
618,ITC Milk,ITC,Dairy,Milk,230,1333.67,1697.27,18,180,114,477,4.41,ml,2021-11-30 00:00:00,Active
619,Surf Excel Chocolate,Surf Excel,Snacks,Chocolate,304,164.56,247.68,12,180,68,214,4.44,pcs,2023-01-13 00:00:00,Active
620,HUL Soap,HUL,Personal Care,Soap,289,545.77,691.32,18,90,61,246,3.25,g,2024-09-09 00:00:00,Active
621,Patanjali Suji,Patanjali,Grocery,Suji,451,783.51,971.28,12,30,64,195,1.74,L,2025-07-28 00:00:00,Active
622,Dabur Dog Food,Dabur,Pet Care,Dog Food,311,529.93,802.64,0,60,105,192,1.5,g,2023-08-26 00:00:00,Active
623,Amul Knife,Amul,Kitchen,Knife,457,1083.13,1231.62,5,30,82,476,8.24,L,2026-03-22 00:00:00,Active
624,Surf Excel Diapers,Surf Excel,Baby Care,Diapers,471,240.23,315.94,0,30,76,271,4.98,kg,2022-12-23 00:00:00,Active
625,Tata Soap,Tata,Personal Care,Soap,114,1449.5,2087.34,0,90,40,309,3.42,ml,2025-03-26 00:00:00,Active
626,Aashirvaad Pressure Cooker,Aashirvaad,Kitchen,Pressure Cooker,52,1607.71,1827.15,12,60,91,388,8.39,kg,2023-06-10 00:00:00,Active
627,Parle Salt,Parle,Grocery,Salt,113,1061.62,1587.13,5,90,80,127,4.9,g,2026-03-29 00:00:00,Active
628,Patanjali Shampoo,Patanjali,Personal Care,Shampoo,265,1148.07,1329.63,5,30,75,84,4.96,pcs,2024-02-07 00:00:00,Active
629,Colgate Chips,Colgate,Snacks,Chips,324,1243.05,1720.07,5,90,81,321,6.6,g,2023-01-31 00:00:00,Active
630,Lizol Mineral Water,Lizol,Beverages,Mineral Water,307,890.05,1237.98,12,365,81,201,1.06,kg,2021-05-11 00:00:00,Active
631,Dettol Face Wash,Dettol,Personal Care,Face Wash,60,595.83,837.05,5,180,60,388,1.22,ml,2022-11-14 00:00:00,Active
632,Pedigree Cat Food,Pedigree,Pet Care,Cat Food,149,750.43,916.27,12,365,47,485,7.85,kg,2025-10-28 00:00:00,Active
633,Aashirvaad Dishwash Liquid,Aashirvaad,Household,Dishwash Liquid,218,749.04,1099.5,18,90,26,187,4.91,g,2024-01-18 00:00:00,Active
634,Dettol Toor Dal,Dettol,Grocery,Toor Dal,86,746.51,1019.87,5,30,98,362,3.36,pcs,2020-11-29 00:00:00,Active
635,ITC Chana Dal,ITC,Grocery,Chana Dal,181,1408.07,1778.83,0,30,86,157,3.68,g,2022-07-21 00:00:00,Discontinued
636,HUL Lunch Box,HUL,Kitchen,Lunch Box,192,532.98,633.93,12,180,47,333,7.36,kg,2021-04-10 00:00:00,Active
637,Nestle Tea,Nestle,Grocery,Tea,22,910.18,1329.12,5,90,58,62,2.38,g,2025-08-19 00:00:00,Active
638,Sunfeast Butter,Sunfeast,Dairy,Butter,139,249.18,358.43,0,30,29,308,7.25,ml,2023-04-13 00:00:00,Active
639,Parle Frying Pan,Parle,Kitchen,Frying Pan,201,185.57,254.77,5,365,59,451,3.3,pcs,2023-09-04 00:00:00,Active
640,Dettol Toothpaste,Dettol,Personal Care,Toothpaste,336,376.76,464.78,18,180,57,269,1.02,ml,2022-07-26 00:00:00,Active
641,Nivea Cat Food,Nivea,Pet Care,Cat Food,255,919.27,1180.74,18,90,117,329,7.17,ml,2023-02-25 00:00:00,Active
642,HUL Chana Dal,HUL,Grocery,Chana Dal,56,813.05,1077.31,12,90,38,464,6.34,kg,2020-09-30 00:00:00,Active
643,Lizol Biscuits,Lizol,Snacks,Biscuits,207,1074.24,1241.9,18,365,112,479,5.71,g,2022-02-10 00:00:00,Active
644,Colgate Cat Food,Colgate,Pet Care,Cat Food,78,570.95,722.41,0,90,108,339,6.03,kg,2023-05-31 00:00:00,Active
645,Nivea Energy Drink,Nivea,Beverages,Energy Drink,121,907.17,1390.31,12,180,110,297,5.19,kg,2026-03-05 00:00:00,Active
646,Sunfeast Baby Lotion,Sunfeast,Baby Care,Baby Lotion,267,242.2,272.68,0,60,45,274,8.71,kg,2020-12-30 00:00:00,Active
647,Dabur Diapers,Dabur,Baby Care,Diapers,72,1132.7,1524.13,18,180,21,201,1.26,L,2026-05-25 00:00:00,Active
648,Aashirvaad Hair Oil,Aashirvaad,Personal Care,Hair Oil,333,1112.95,1424.36,5,60,57,317,6.88,pcs,2023-09-15 00:00:00,Active
649,Pedigree Garbage Bags,Pedigree,Household,Garbage Bags,480,463.46,611.32,12,60,41,318,7.18,ml,2021-01-24 00:00:00,Active
650,Parle Baby Powder,Parle,Baby Care,Baby Powder,3,854.83,1322.53,12,60,45,405,1.03,ml,2025-04-20 00:00:00,Active
651,Dettol Coffee,Dettol,Grocery,Coffee,326,1076.1,1236.13,5,90,100,57,9.29,L,2024-07-23 00:00:00,Active
652,Tata Baby Soap,Tata,Baby Care,Baby Soap,131,1129.73,1461.2,5,30,95,128,1.12,g,2023-01-18 00:00:00,Active
653,Nestle Hair Oil,Nestle,Personal Care,Hair Oil,331,241.17,324.28,18,90,93,445,8.55,pcs,2022-12-05 00:00:00,Active
654,Dabur Dog Food,Dabur,Pet Care,Dog Food,111,19.77,24.11,0,365,38,123,1.73,kg,2020-11-16 00:00:00,Active
655,Surf Excel Sugar,Surf Excel,Grocery,Sugar,242,1455.91,1896.94,12,90,84,439,1.26,pcs,2026-05-23 00:00:00,Active
656,Tata Diapers,Tata,Baby Care,Diapers,272,571.49,768.34,0,365,47,135,9.46,L,2023-03-09 00:00:00,Active
657,Lizol Diapers,Lizol,Baby Care,Diapers,62,1255.75,1541.72,18,90,42,62,8.67,ml,2024-09-24 00:00:00,Active
658,Patanjali Tissue Paper,Patanjali,Household,Tissue Paper,472,1116.3,1670.89,5,180,67,141,9.34,kg,2021-12-16 00:00:00,Active
659,Patanjali Garbage Bags,Patanjali,Household,Garbage Bags,49,25.02,31.36,12,90,84,56,6.11,kg,2025-05-05 00:00:00,Active
660,Britannia Cat Food,Britannia,Pet Care,Cat Food,141,1792.39,2550.27,0,365,23,491,7.21,ml,2025-05-31 00:00:00,Discontinued
661,Dabur Cat Food,Dabur,Pet Care,Cat Food,385,860.11,1286.92,0,30,67,64,6.17,g,2025-03-20 00:00:00,Active
662,ITC Biscuits,ITC,Snacks,Biscuits,29,763.94,1133.45,18,30,60,99,8.59,L,2025-01-06 00:00:00,Discontinued
663,Aashirvaad Juice,Aashirvaad,Beverages,Juice,163,1509.53,2241.26,5,365,112,237,5.21,ml,2025-11-16 00:00:00,Active
664,Patanjali Atta,Patanjali,Grocery,Atta,374,1487.71,1987.07,12,30,42,277,0.54,pcs,2024-07-22 00:00:00,Active
